68.7386	41.1899	8.56491	8.12627	15.1432	15.1364	6.42803	0.486586	0.503402	0.00272237	0.00648752	9.74897
94.9146	56.6983	9.08782	8.56686	15.1843	15.1391	6.42803	0.372592	0.391529	0.00167682	0.0047906	9.74897
111.598	66.5761	9.30459	8.96274	15.2112	15.2099	6.42803	0.300816	0.308541	0.00126635	0.00334845	9.74897
127.969	76.0576	9.45075	8.76593	15.1522	15.2586	6.42803	0.244917	0.278901	0.000942468	0.00800778	9.74897
142.921	85.2274	9.55556	8.82711	15.2365	15.2279	6.42803	0.204345	0.231876	0.000671199	0.00613153	9.74897
157.294	94.9442	9.62627	9.17368	15.3888	15.344	6.42803	0.162181	0.183698	0.000473195	0.00335135	9.74897
170.713	101.992	9.67813	8.72763	15.2818	15.3972	6.42803	0.126722	0.154831	0.000318463	0.00870876	9.74897
183.245	108.274	9.71554	9.03997	15.2347	15.0993	6.42803	0.0958254	0.141322	0.00017395	0.00580775	9.74897
193.714	114.262	9.73779	8.99832	15.2096	15.3217	6.42803	0.0658145	0.155034	6.60822e-05	0.00682506	9.74897
205.197	120.02	9.74603	9.01799	15.1839	15.2032	6.42803	0.0376768	0.164068	2.12083e-05	0.00415422	9.74897
217.606	126.44	9.74872	9.14525	15.1257	15.1256	6.42803	0.00725318	0.154463	2.49243e-06	0.00342227	9.74897
224.943	132.657	9.74897	9.0591	15.1489	15.1746	6.42803	1.61316e-07	0.155038	1.629e-09	0.00408485	9.74897
233.135	141.76	9.74897	8.90279	15.113	15.1808	6.42803	5.89772e-08	0.144005	1.21818e-09	0.0082132	9.74897
241.133	146.217	9.74897	9.13286	15.0861	15.1175	6.42803	5.89772e-08	0.190025	1.21818e-09	0.00306159	9.74897
246.962	149.861	9.74897	8.79957	15.1862	15.3789	6.42803	5.89772e-08	0.133634	1.21818e-09	0.00635836	9.74897
254.649	157.588	9.74897	9.09145	15.1816	15.0976	6.42803	5.89772e-08	0.152728	1.21818e-09	0.0037416	9.74897
262.348	164.704	9.74897	9.1719	15.1599	15.2822	6.42803	5.89772e-08	0.158078	1.21818e-09	0.00347531	9.74897
269.399	177.177	9.74897	8.65251	15.8917	15.3793	6.42803	5.89772e-08	0.178918	1.21818e-09	0.00657824	9.74897
279.698	175.869	9.74897	9.07578	15.0542	15.2074	6.42803	5.89772e-08	0.162844	1.21818e-09	0.00658024	9.74897
283.374	182.925	9.74897	9.27203	15.17	15.4377	6.42803	5.89772e-08	0.144751	1.21818e-09	0.0027834	9.74897
290.867	197.75	9.74897	9.08319	15.288	16.088	6.42803	5.89772e-08	0.175376	1.21818e-09	0.00362224	9.74897
313.17	209.425	9.74897	9.11451	16.12	16.0263	6.42803	5.89772e-08	0.169495	1.21818e-09	0.00514979	9.74897
318.552	196.946	9.74897	9.12983	15.0749	15.1532	6.42803	5.89772e-08	0.1391	1.21818e-09	0.00548828	9.74897
