14.9348809, 77.2523915, 14.9337698, 77.2520392
14.9350522, 77.2524719, 14.9348809, 77.2523915
14.9351477, 77.2525449, 14.9350522, 77.2524719
14.9351477, 77.2525449, 14.9351737, 77.2525648
14.9351737, 77.2525648, 14.9352752, 77.2526805
14.9352752, 77.2526805, 14.9353646, 77.2528188
14.9354202, 77.2529497, 14.9353646, 77.2528188
14.9354202, 77.2529497, 14.9360795, 77.2547594
14.9361719, 77.2548549, 14.9360795, 77.2547594
14.9376256, 77.2563571, 14.9361719, 77.2548549
14.9376256, 77.2563571, 14.9381409, 77.2568896
14.9392086, 77.2571472, 14.9381409, 77.2568896
14.9392086, 77.2571472, 14.9413373, 77.2576608
14.942271, 77.2580122, 14.9413373, 77.2576608
14.9426491, 77.2581546, 14.942271, 77.2580122
14.9426491, 77.2581546, 14.9428629, 77.2583423
14.9428629, 77.2583423, 14.9430969, 77.2585738
14.9432014, 77.25874, 14.9430969, 77.2585738
14.9432014, 77.25874, 14.9433553, 77.2589847
14.9434735, 77.2593382, 14.9433553, 77.2589847
14.9437126, 77.2606285, 14.9434735, 77.2593382
14.9437126, 77.2606285, 14.9440093, 77.2622303
14.9440093, 77.2622303, 14.9442149, 77.2633403
14.9443341, 77.2637346, 14.9442149, 77.2633403
14.9443341, 77.2637346, 14.9445158, 77.2641176
14.9445158, 77.2641176, 14.9447508, 77.2644765
14.9450032, 77.2647303, 14.9447508, 77.2644765
14.9453502, 77.2650052, 14.9450032, 77.2647303
14.9456786, 77.2651924, 14.9453502, 77.2650052
14.9460235, 77.2653302, 14.9456786, 77.2651924
14.9460235, 77.2653302, 14.9460774, 77.2653517
14.9475377, 77.2655376, 14.9460774, 77.2653517
14.9483837, 77.2656268, 14.9475377, 77.2655376
14.9483837, 77.2656268, 14.9503017, 77.2658289
14.9503017, 77.2658289, 14.9510563, 77.2659539
14.951542, 77.266169, 14.9510563, 77.2659539
14.952083, 77.266545, 14.951542, 77.266169
14.9521711, 77.2666595, 14.952083, 77.266545
14.9521711, 77.2666595, 14.9531481, 77.2679296
14.9531481, 77.2679296, 14.9563153, 77.2720752
14.9590325, 77.278093, 14.9563153, 77.2720752
14.9455745, 77.2433416, 14.9450497, 77.2430329
14.9458677, 77.2435565, 14.9455745, 77.2433416
14.9458677, 77.2435565, 14.9467442, 77.2443275
14.9476253, 77.2443834, 14.9467442, 77.2443275
14.9374873, 77.2467184, 14.9369534, 77.2462088
14.9379215, 77.2471378, 14.9374873, 77.2467184
14.9379215, 77.2471378, 14.9381093, 77.2473192
14.9381093, 77.2473192, 14.938669, 77.2478221
14.9394875, 77.248416, 14.938669, 77.2478221
14.9394875, 77.248416, 14.9399545, 77.2487676
14.9407862, 77.2491005, 14.9399545, 77.2487676
14.9407862, 77.2491005, 14.9411707, 77.2492544
14.9417925, 77.2497294, 14.9411707, 77.2492544
14.9417925, 77.2497294, 14.9420098, 77.2498955
14.9430687, 77.2505779, 14.9420098, 77.2498955
14.9451051, 77.2511953, 14.9430687, 77.2505779
14.9451051, 77.2511953, 14.9451426, 77.2512067
14.9455793, 77.2514225, 14.9451426, 77.2512067
14.9455793, 77.2514225, 14.9461262, 77.2516928
14.9710428, 77.3865554, 14.9712423, 77.3871052
14.9709132, 77.386373, 14.9710428, 77.3865554
14.9707448, 77.3862308, 14.9709132, 77.386373
14.9706411, 77.3861477, 14.9707448, 77.3862308
14.9705401, 77.3860055, 14.9706411, 77.3861477
14.9704857, 77.3857373, 14.9705401, 77.3860055
14.9704183, 77.3854208, 14.9704857, 77.3857373
14.970338, 77.3851928, 14.9704183, 77.3854208
14.9701436, 77.3849112, 14.970338, 77.3851928
14.9700115, 77.3846537, 14.9701436, 77.3849112
14.9699182, 77.3844096, 14.9700115, 77.3846537
14.969856, 77.3841682, 14.9699182, 77.3844096
14.9697809, 77.38401, 14.969856, 77.3841682
14.9696513, 77.3839107, 14.9697809, 77.38401
14.9694103, 77.3838437, 14.9696513, 77.3839107
14.968975, 77.38379, 14.9694103, 77.3838437
14.9687211, 77.383731, 14.968975, 77.38379
14.9684412, 77.3836827, 14.9687211, 77.383731
14.9682417, 77.3836371, 14.9684412, 77.3836827
14.9680474, 77.3835593, 14.9682417, 77.3836371
14.9678141, 77.3834091, 14.9680474, 77.3835593
14.9676483, 77.3831919, 14.9678141, 77.3834091
14.9675576, 77.3829612, 14.9676483, 77.3831919
14.9674851, 77.3825482, 14.9675576, 77.3829612
14.9674047, 77.3822317, 14.9674851, 77.3825482
14.9673996, 77.3819768, 14.9674047, 77.3822317
14.9673477, 77.3818213, 14.9673996, 77.3819768
14.967213, 77.3817113, 14.9673477, 77.3818213
14.9668658, 77.3816013, 14.967213, 77.3817113
14.9665963, 77.3815316, 14.9668658, 77.3816013
14.9663138, 77.3815235, 14.9665963, 77.3815316
14.9660754, 77.3815021, 14.9663138, 77.3815235
14.9657489, 77.3813921, 14.9660754, 77.3815021
14.9653551, 77.3812607, 14.9657489, 77.3813921
14.9648653, 77.3810971, 14.9653551, 77.3812607
14.9641787, 77.3809576, 14.9648653, 77.3810971
14.9637666, 77.3808745, 14.9641787, 77.3809576
14.963492, 77.3808235, 14.9637666, 77.3808745
14.9629193, 77.3807403, 14.963492, 77.3808235
14.9623311, 77.3806518, 14.9629193, 77.3807403
14.9616548, 77.3806116, 14.9623311, 77.3806518
14.961165, 77.3806223, 14.9616548, 77.3806116
14.9604731, 77.3805848, 14.961165, 77.3806223
14.9598486, 77.3805875, 14.9604731, 77.3805848
14.9591619, 77.3806062, 14.9598486, 77.3805875
14.9584545, 77.3806384, 14.9591619, 77.3806062
14.9577574, 77.3806518, 14.9584545, 77.3806384
14.9571951, 77.3806867, 14.9577574, 77.3806518
14.9564981, 77.3807189, 14.9571951, 77.3806867
14.9560342, 77.380743, 14.9564981, 77.3807189
14.9556559, 77.3807564, 14.9560342, 77.380743
14.9553864, 77.3807403, 14.9556559, 77.3807564
14.9548396, 77.3807001, 14.9553864, 77.3807403
14.9541943, 77.3806894, 14.9548396, 77.3807001
14.9535076, 77.3807082, 14.9541943, 77.3806894
14.953277, 77.3807269, 14.9535076, 77.3807082
14.9530464, 77.3807886, 14.953277, 77.3807269
14.9528909, 77.3808745, 14.9530464, 77.3807886
14.9526266, 77.38103, 14.9528909, 77.3808745
14.9522689, 77.3812553, 14.9526266, 77.38103
14.9521212, 77.3813465, 14.9522689, 77.3812553
14.951945, 77.3814109, 14.9521212, 77.3813465
14.9517662, 77.3813733, 14.951945, 77.3814109
14.9515097, 77.3812634, 14.9517662, 77.3813733
14.9515097, 77.3812634, 14.9510432, 77.3810595
14.9505612, 77.3808289, 14.9510432, 77.3810595
14.9503384, 77.3806974, 14.9505612, 77.3808289
14.9500429, 77.3805982, 14.9503384, 77.3806974
14.9497967, 77.380566, 14.9500429, 77.3805982
14.9495791, 77.3805499, 14.9497967, 77.380566
14.9493795, 77.3805687, 14.9495791, 77.3805499
14.9492292, 77.3805419, 14.9493795, 77.3805687
14.9489183, 77.3803568, 14.9492292, 77.3805419
14.9483922, 77.3800752, 14.9489183, 77.3803568
14.9481823, 77.3799384, 14.9483922, 77.3800752
14.9480449, 77.3798069, 14.9481823, 77.3799384
14.9478091, 77.3796219, 14.9480449, 77.3798069
14.9475603, 77.3794261, 14.9478091, 77.3796219
